Query 	 Document 	 Ranking 	 R/N 	 Precision 		Recall
1		 2246		1		  N 		0.00		 0.00
1		 1930		2		  N 		0.00		 0.00
1		 3196		3		  N 		0.00		 0.00
1		 3068		4		  N 		0.00		 0.00
1		 2319		5		  N 		0.00		 0.00
1		 2740		6		  N 		0.00		 0.00
1		 2593		7		  N 		0.00		 0.00
1		 2379		8		  N 		0.00		 0.00
1		 1591		9		  N 		0.00		 0.00
1		 1680		10		  N 		0.00		 0.00
1		 1462		11		  N 		0.00		 0.00
1		 2632		12		  N 		0.00		 0.00
1		 2629		13		  N 		0.00		 0.00
1		 2597		14		  N 		0.00		 0.00
1		 1461		15		  N 		0.00		 0.00
1		 1236		16		  N 		0.00		 0.00
1		 2482		17		  N 		0.00		 0.00
1		 1033		18		  N 		0.00		 0.00
1		 2735		19		  N 		0.00		 0.00
1		 2424		20		  N 		0.00		 0.00
1		 2796		21		  N 		0.00		 0.00
1		 1071		22		  N 		0.00		 0.00
1		 1750		23		  N 		0.00		 0.00
1		 1755		24		  N 		0.00		 0.00
1		 2358		25		  N 		0.00		 0.00
1		 2868		26		  N 		0.00		 0.00
1		 2357		27		  N 		0.00		 0.00
1		 1472		28		  N 		0.00		 0.00
1		 2541		29		  N 		0.00		 0.00
1		 2920		30		  N 		0.00		 0.00
1		 1334		31		  N 		0.00		 0.00
1		 1534		32		  N 		0.00		 0.00
1		 972		33		  N 		0.00		 0.00
1		 1247		34		  N 		0.00		 0.00
1		 2111		35		  N 		0.00		 0.00
1		 2867		36		  N 		0.00		 0.00
1		 2126		37		  N 		0.00		 0.00
1		 2840		38		  N 		0.00		 0.00
1		 1324		39		  N 		0.00		 0.00
1		 2378		40		  N 		0.00		 0.00
1		 1519		41		  N 		0.00		 0.00
1		 2064		42		  N 		0.00		 0.00
1		 3025		43		  N 		0.00		 0.00
1		 2153		44		  N 		0.00		 0.00
1		 2798		45		  N 		0.00		 0.00
1		 2372		46		  N 		0.00		 0.00
1		 585		47		  N 		0.00		 0.00
1		 1168		48		  N 		0.00		 0.00
1		 1657		49		  N 		0.00		 0.00
1		 322		50		  N 		0.00		 0.00
1		 1752		51		  N 		0.00		 0.00
1		 1766		52		  N 		0.00		 0.00
1		 2092		53		  N 		0.00		 0.00
1		 1912		54		  N 		0.00		 0.00
1		 2399		55		  N 		0.00		 0.00
1		 2080		56		  N 		0.00		 0.00
1		 1264		57		  N 		0.00		 0.00
1		 3174		58		  N 		0.00		 0.00
1		 1902		59		  N 		0.00		 0.00
1		 3089		60		  N 		0.00		 0.00
1		 2777		61		  N 		0.00		 0.00
1		 2218		62		  N 		0.00		 0.00
1		 1087		63		  N 		0.00		 0.00
1		 1853		64		  N 		0.00		 0.00
1		 1471		65		  N 		0.00		 0.00
