Query 	 Document 	 Ranking 	 R/N 	 Precision 		Recall
1		 1393		1		  N 		0.00		 0.00
1		 3127		2		  N 		0.00		 0.00
1		 1461		3		  N 		0.00		 0.00
1		 2002		4		  N 		0.00		 0.00
1		 3068		5		  N 		0.00		 0.00
1		 2311		6		  N 		0.00		 0.00
1		 2796		7		  N 		0.00		 0.00
1		 1071		8		  N 		0.00		 0.00
1		 1417		9		  N 		0.00		 0.00
1		 2319		10		  N 		0.00		 0.00
1		 1755		11		  N 		0.00		 0.00
1		 2358		12		  N 		0.00		 0.00
1		 2379		13		  N 		0.00		 0.00
1		 2740		14		  N 		0.00		 0.00
1		 2629		15		  N 		0.00		 0.00
1		 379		16		  N 		0.00		 0.00
1		 1591		17		  N 		0.00		 0.00
1		 2955		18		  N 		0.00		 0.00
1		 1680		19		  N 		0.00		 0.00
1		 2735		20		  N 		0.00		 0.00
1		 1462		21		  N 		0.00		 0.00
1		 1938		22		  N 		0.00		 0.00
1		 1657		23		  N 		0.00		 0.00
1		 2984		24		  N 		0.00		 0.00
1		 2126		25		  N 		0.00		 0.00
1		 2345		26		  N 		0.00		 0.00
1		 1033		27		  N 		0.00		 0.00
1		 1749		28		  N 		0.00		 0.00
1		 1912		29		  N 		0.00		 0.00
1		 2597		30		  N 		0.00		 0.00
1		 1304		31		  N 		0.00		 0.00
1		 1334		32		  N 		0.00		 0.00
1		 3089		33		  N 		0.00		 0.00
1		 2599		34		  N 		0.00		 0.00
1		 190		35		  N 		0.00		 0.00
1		 2690		36		  N 		0.00		 0.00
1		 2632		37		  N 		0.00		 0.00
1		 2407		38		  N 		0.00		 0.00
1		 17		39		  N 		0.00		 0.00
1		 1544		40		  N 		0.00		 0.00
1		 1719		41		  N 		0.00		 0.00
1		 2087		42		  N 		0.00		 0.00
1		 2853		43		  N 		0.00		 0.00
1		 2080		44		  N 		0.00		 0.00
1		 2482		45		  N 		0.00		 0.00
1		 437		46		  N 		0.00		 0.00
1		 1236		47		  N 		0.00		 0.00
1		 1750		48		  N 		0.00		 0.00
1		 3025		49		  N 		0.00		 0.00
1		 2840		50		  N 		0.00		 0.00
1		 3183		51		  N 		0.00		 0.00
1		 2111		52		  N 		0.00		 0.00
1		 2151		53		  N 		0.00		 0.00
1		 2747		54		  N 		0.00		 0.00
1		 1930		55		  N 		0.00		 0.00
1		 1519		56		  N 		0.00		 0.00
1		 2798		57		  N 		0.00		 0.00
1		 294		58		  N 		0.00		 0.00
1		 398		59		  N 		0.00		 0.00
1		 2405		60		  N 		0.00		 0.00
1		 3072		61		  N 		0.00		 0.00
1		 1472		62		  N 		0.00		 0.00
1		 2541		63		  N 		0.00		 0.00
1		 1168		64		  N 		0.00		 0.00
1		 3012		65		  N 		0.00		 0.00
1		 2689		66		  N 		0.00		 0.00
1		 3137		67		  N 		0.00		 0.00
1		 2153		68		  N 		0.00		 0.00
1		 1484		69		  N 		0.00		 0.00
1		 2372		70		  N 		0.00		 0.00
1		 2371		71		  N 		0.00		 0.00
1		 1045		72		  N 		0.00		 0.00
1		 2555		73		  N 		0.00		 0.00
1		 2424		74		  N 		0.00		 0.00
1		 25		75		  N 		0.00		 0.00
1		 197		76		  N 		0.00		 0.00
1		 2542		77		  N 		0.00		 0.00
1		 2357		78		  N 		0.00		 0.00
1		 1247		79		  N 		0.00		 0.00
1		 2868		80		  N 		0.00		 0.00
1		 1324		81		  N 		0.00		 0.00
1		 3174		82		  N 		0.00		 0.00
1		 215		83		  N 		0.00		 0.00
1		 3180		84		  N 		0.00		 0.00
1		 2105		85		  N 		0.00		 0.00
1		 2867		86		  N 		0.00		 0.00
1		 1226		87		  N 		0.00		 0.00
1		 2741		88		  N 		0.00		 0.00
1		 1747		89		  N 		0.00		 0.00
1		 1533		90		  N 		0.00		 0.00
1		 1683		91		  N 		0.00		 0.00
1		 3196		92		  N 		0.00		 0.00
1		 202		93		  N 		0.00		 0.00
1		 798		94		  N 		0.00		 0.00
1		 1959		95		  N 		0.00		 0.00
1		 2435		96		  N 		0.00		 0.00
1		 2948		97		  N 		0.00		 0.00
1		 2479		98		  N 		0.00		 0.00
1		 3090		99		  N 		0.00		 0.00
1		 2624		100		  N 		0.00		 0.00
P@5 for query 1 is: 0.0
P@20 for query 1 is: 0.0
2		 1064		1		  N 		0.00		 0.00
2		 2748		2		  N 		0.00		 0.00
2		 1414		3		  N 		0.00		 0.00
2		 1795		4		  N 		0.00		 0.00
2		 2033		5		  N 		0.00		 0.00
2		 2491		6		  N 		0.00		 0.00
2		 1362		7		  N 		0.00		 0.00
2		 2495		8		  N 		0.00		 0.00
2		 606		9		  N 		0.00		 0.00
2		 2897		10		  N 		0.00		 0.00
2		 2464		11		  N 		0.00		 0.00
2		 2530		12		  N 		0.00		 0.00
2		 1085		13		  N 		0.00		 0.00
2		 797		14		  N 		0.00		 0.00
2		 2162		15		  N 		0.00		 0.00
2		 2346		16		  N 		0.00		 0.00
2		 2586		17		  N 		0.00		 0.00
2		 66		18		  N 		0.00		 0.00
2		 983		19		  N 		0.00		 0.00
2		 1393		20		  N 		0.00		 0.00
2		 2117		21		  N 		0.00		 0.00
2		 230		22		  N 		0.00		 0.00
2		 1231		23		  N 		0.00		 0.00
2		 1999		24		  N 		0.00		 0.00
2		 2611		25		  N 		0.00		 0.00
2		 2729		26		  N 		0.00		 0.00
2		 120		27		  N 		0.00		 0.00
2		 1947		28		  N 		0.00		 0.00
2		 405		29		  N 		0.00		 0.00
2		 1566		30		  N 		0.00		 0.00
2		 115		31		  N 		0.00		 0.00
2		 1302		32		  N 		0.00		 0.00
2		 1335		33		  N 		0.00		 0.00
2		 3172		34		  N 		0.00		 0.00
2		 267		35		  N 		0.00		 0.00
2		 1311		36		  N 		0.00		 0.00
2		 48		37		  N 		0.00		 0.00
2		 2559		38		  N 		0.00		 0.00
